#################################################
##               rldock score v2               ##
#################################################
in_rec_path:      2CKY-A-1084-TPP/rec.mol2
in_ref_lig_path:  2CKY-A-1084-TPP/cpd_charge.mol2
in_poses_path:    2CKY-A-1084-TPP/pose/pose.mol2
in_info_path:     2CKY-A-1084-TPP/info.txt
in_score_mode:    binding_mode
debye length:     11
rec_file_name:      rec.mol2
ref_lig_file_name:  cpd_charge.mol2
poses_file_name:    pose.mol2
info_file_name:     info.txt
verbose:  0
#################################################
Load receptor: 2CKY_nuc from 2CKY-A-1084-TPP/rec.mol2
--> heavy atom num: 1652
Load reference ligand: TPP from 2CKY-A-1084-TPP/cpd_charge.mol2
--> heavy atom num: 26
#Scoring -----------------------------------------
#pose total dU(lj) dU(ele) dU(mutual_pol) dU(lig_self_pol) dU(sasa) dU(hbond) dU(rec_self_pol) dU(lig_lj) dU(lig_ele) rot_dof dU(stack)
rdock_03_37 -6.869 -2.387 160.536 -154.784 6.842 -3.687 -6.601 3.843 0.060 0.084 8.000 -0.670
rdock_03_38 -7.208 -3.074 156.781 -152.810 7.758 -3.676 -6.087 4.289 0.057 0.862 8.000 -1.268
rdock_03_39 -12.551 -3.742 140.786 -139.715 5.197 -3.973 -6.867 3.957 0.141 1.258 8.000 -3.469
rdock_03_40 -8.785 -2.433 140.651 -136.777 5.920 -3.680 -5.247 3.703 -0.115 -2.085 8.000 -1.360
rdock_03_41 -10.412 -3.063 143.663 -141.068 4.986 -3.786 -5.665 3.930 0.070 0.485 8.000 -2.365
rdock_03_42 -11.647 -3.511 141.689 -140.491 5.203 -3.677 -5.668 4.008 0.063 0.295 8.000 -3.424
rdock_03_43 -10.554 -2.928 141.159 -138.623 4.991 -3.758 -8.777 3.919 0.039 -0.910 8.000 -2.076
rdock_03_44 -8.680 -2.310 141.247 -137.879 5.626 -3.748 -4.690 3.420 -0.083 -0.532 8.000 -0.912
rdock_03_45 -8.418 -1.926 141.070 -137.736 5.883 -3.974 -4.956 3.426 -0.039 -0.360 8.000 -0.434
rdock_03_46 -9.334 -2.373 133.973 -133.674 5.355 -3.890 -5.486 3.781 0.103 1.243 8.000 -1.021
rdock_03_47 -10.308 -2.570 134.677 -133.978 5.015 -3.763 -8.713 3.568 -0.025 0.432 8.000 -1.502
rdock_03_48 -12.277 -3.871 143.455 -141.498 5.513 -3.887 -7.979 4.086 0.055 0.565 8.000 -3.602
rdock_03_49 -11.494 -3.816 144.007 -143.103 6.405 -3.862 -7.272 4.400 0.111 0.530 8.000 -3.364
rdock_03_50 -9.802 -2.348 142.567 -138.769 5.762 -3.996 -7.493 3.453 -0.031 -1.889 8.000 -1.029
rdock_03_51 -9.463 -2.255 137.248 -135.941 4.598 -3.827 -5.671 3.535 0.074 1.446 8.000 -1.077
rdock_03_52 -9.319 -1.766 137.883 -134.265 4.709 -3.989 -5.005 3.045 -0.174 -1.017 8.000 -0.363
rdock_03_53 -7.820 -2.423 149.197 -144.611 4.286 -3.450 -1.706 3.821 -0.011 -0.265 8.000 -1.109
rdock_03_54 -7.878 -2.443 145.435 -141.578 4.078 -3.485 -2.402 3.854 0.076 0.684 8.000 -1.054
rdock_03_55 -8.709 -1.742 143.183 -139.942 5.033 -3.920 -5.010 3.296 -0.017 0.515 8.000 -0.649
rdock_03_56 -7.962 -2.685 158.712 -154.353 6.759 -3.799 -6.469 4.053 -0.035 0.787 8.000 -1.265
rdock_03_57 -8.963 -2.988 143.703 -140.667 6.355 -3.807 -7.225 4.387 -0.009 -1.732 8.000 -1.369
rdock_03_58 -6.221 -2.694 160.259 -154.775 6.744 -3.481 -6.846 4.156 -0.004 0.261 8.000 -0.545
rdock_03_59 -9.994 -2.622 146.656 -144.089 6.362 -4.014 -4.904 3.585 -0.158 -0.607 8.000 -1.446
rdock_03_60 -8.805 -2.475 140.126 -137.207 5.528 -3.790 -6.945 3.642 0.018 -0.607 8.000 -0.679
rdock_03_61 -9.639 -2.014 142.622 -140.633 5.738 -4.254 -4.737 3.493 -0.120 -0.516 8.000 -0.272
rdock_03_62 -9.298 -3.014 147.956 -146.512 6.157 -3.833 -5.281 3.953 0.047 1.322 8.000 -1.355
rdock_03_63 -7.618 -2.593 146.184 -142.897 6.077 -3.724 -3.068 3.985 -0.085 -0.342 8.000 -0.496
rdock_03_64 -9.168 -2.717 141.463 -140.333 6.236 -3.894 -6.165 4.119 -0.032 0.449 8.000 -1.235
rdock_03_65 -8.708 -2.201 134.199 -133.124 4.661 -3.694 -5.723 3.538 0.126 0.433 8.000 -0.364
rdock_03_66 -9.113 -2.326 140.676 -136.994 4.563 -3.579 -4.230 3.325 0.000 -0.718 8.000 -1.347
rdock_03_67 -8.296 -2.248 140.947 -138.802 5.253 -3.782 -5.842 3.850 -0.071 0.338 8.000 -0.465
rdock_03_68 -9.374 -2.312 145.808 -141.054 4.731 -3.801 -4.628 3.312 -0.050 -0.480 8.000 -1.365
rdock_03_69 -8.025 -2.597 160.422 -156.257 6.911 -3.873 -7.839 3.986 0.083 1.671 8.000 -1.268
rdock_03_70 -9.480 -2.425 141.547 -137.581 5.270 -3.989 -6.152 3.804 -0.102 -2.333 8.000 -0.821
rdock_03_71 -12.100 -3.579 140.274 -140.043 5.012 -3.735 -7.306 4.055 0.110 1.632 8.000 -3.625
rdock_03_72 -7.389 -2.270 149.439 -145.332 5.064 -3.547 -1.339 3.646 -0.037 0.840 8.000 -0.828
rdock_03_73 -10.030 -2.628 142.425 -140.014 6.254 -4.046 -7.503 3.666 -0.064 0.551 8.000 -1.673
rdock_03_74 -8.125 -2.439 149.306 -145.760 5.290 -3.575 -4.581 3.521 0.009 0.976 8.000 -0.988
rdock_03_75 -10.423 -2.043 141.551 -139.632 4.729 -4.102 -4.363 3.182 0.031 1.288 8.000 -1.317
rdock_03_76 -6.933 -2.350 141.331 -138.053 6.538 -3.367 -5.795 3.528 -0.201 -1.267 8.000 -0.285
rdock_03_77 -9.981 -2.467 136.231 -134.190 4.911 -3.939 -7.852 3.726 0.018 -0.513 8.000 -1.074
rdock_03_78 -9.805 -2.642 143.520 -140.269 4.743 -3.675 -4.732 3.731 -0.034 -0.672 8.000 -1.931
rdock_03_79 -11.779 -3.626 143.226 -141.172 5.650 -3.867 -8.366 4.023 0.126 0.618 8.000 -3.350
rdock_03_80 -9.853 -2.352 137.087 -134.005 4.981 -3.958 -6.911 3.548 -0.015 -1.222 8.000 -1.008
rdock_03_81 -8.073 -2.268 155.168 -148.879 4.556 -3.682 -2.623 3.819 -0.008 -0.522 8.000 -1.342
rdock_03_82 -11.697 -3.407 137.969 -137.284 4.881 -3.589 -8.362 3.833 0.131 0.835 8.000 -3.309
rdock_03_83 -9.034 -2.252 139.966 -137.108 5.592 -3.950 -4.222 3.593 -0.030 0.069 8.000 -1.032
rdock_03_84 -9.621 -2.013 142.306 -138.233 4.760 -4.102 -4.685 3.505 -0.018 -1.486 8.000 -0.755
rdock_03_85 -8.550 -2.361 147.016 -141.541 5.690 -3.787 -6.581 3.854 -0.067 -2.981 8.000 -0.959
rdock_03_86 -8.595 -1.715 137.216 -132.419 5.137 -3.628 -6.175 2.931 -0.043 -1.704 8.000 -1.021
rdock_03_87 -9.892 -2.470 137.581 -135.953 5.074 -3.876 -6.152 3.537 -0.051 0.492 8.000 -1.245
rdock_03_88 -9.473 -2.949 136.423 -135.023 5.417 -3.594 -6.419 3.973 -0.002 0.536 8.000 -1.928
rdock_03_89 -9.058 -2.360 149.513 -146.563 6.003 -4.071 -3.513 3.496 -0.037 0.395 8.000 -0.608
rdock_03_90 -9.157 -2.375 136.395 -134.710 4.400 -3.615 -4.168 3.612 0.088 0.775 8.000 -1.351
rdock_03_91 -8.676 -2.070 138.738 -135.567 5.119 -3.648 -5.322 3.229 -0.042 -1.319 8.000 -0.594
rdock_03_92 -8.930 -2.546 139.720 -137.387 6.163 -3.843 -4.922 3.700 0.036 0.980 8.000 -1.501
rdock_03_94 -9.221 -2.615 146.653 -144.626 5.732 -3.932 -3.461 3.743 -0.026 0.977 8.000 -1.083
rdock_03_95 -8.813 -2.562 142.787 -140.022 5.144 -3.694 -7.340 3.857 0.063 0.214 8.000 -1.088
rdock_03_96 -11.624 -3.585 146.082 -142.510 5.386 -3.785 -7.661 4.017 0.000 -1.014 8.000 -3.338
rdock_03_97 -9.469 -2.824 145.938 -144.273 5.903 -3.832 -4.412 3.698 0.026 1.265 8.000 -1.443
rdock_03_98 -8.257 -1.575 140.746 -137.835 4.776 -3.767 -4.937 3.164 0.040 0.377 8.000 -0.338
rdock_03_99 -10.069 -2.499 140.534 -137.908 4.695 -3.875 -5.476 3.679 0.051 -0.014 8.000 -1.648
rdock_03_100 -8.986 -2.269 137.251 -135.783 4.958 -3.810 -6.578 3.612 0.053 1.145 8.000 -0.750
rdock_03_101 -11.450 -3.441 140.490 -140.380 5.911 -3.850 -7.387 4.075 0.116 1.377 8.000 -3.019
rdock_03_102 -8.747 -1.997 159.181 -154.065 5.264 -4.053 -0.881 3.521 -0.175 1.152 8.000 -1.277
rdock_03_103 -9.264 -2.267 136.703 -134.534 5.024 -3.801 -5.993 3.478 -0.033 -0.241 8.000 -0.846
rdock_03_104 -9.481 -2.225 137.449 -135.667 4.567 -3.723 -4.612 3.287 0.050 0.615 8.000 -1.105
rdock_03_105 -8.849 -2.201 137.346 -134.918 5.092 -3.655 -4.930 3.348 -0.107 -0.818 8.000 -0.713
rdock_03_106 -10.191 -2.514 135.645 -134.077 4.980 -4.009 -6.505 3.709 0.042 0.648 8.000 -1.389
rdock_03_107 -7.937 -2.245 146.649 -142.090 6.867 -3.897 -5.234 3.624 -0.138 -3.064 8.000 -0.063
rdock_03_108 -8.885 -2.776 141.381 -138.892 6.124 -3.827 -7.147 4.084 -0.016 -0.089 8.000 -1.247
rdock_03_109 -8.961 -2.634 158.402 -152.545 6.738 -4.067 -6.950 4.187 -0.234 -1.673 8.000 -1.543
rdock_03_110 -10.077 -2.913 140.196 -139.177 5.494 -3.832 -5.793 3.985 0.005 0.630 8.000 -1.807
rdock_03_111 -8.947 -2.036 154.648 -148.538 4.871 -3.909 -3.323 3.184 -0.032 -0.935 8.000 -0.948
rdock_03_112 -6.738 -2.146 139.965 -137.356 5.436 -3.380 -3.931 3.591 -0.013 0.831 8.000 -0.296
rdock_03_113 -6.437 -2.349 161.634 -156.209 7.028 -3.600 -5.951 3.938 0.034 1.039 8.000 -0.899
rdock_03_114 -11.248 -3.735 144.643 -143.136 5.845 -3.951 -6.021 4.534 0.120 1.720 8.000 -3.430
rdock_03_115 -11.383 -3.778 146.027 -144.691 6.070 -3.852 -7.141 4.238 0.100 1.510 8.000 -3.328
rdock_03_116 -8.225 -2.051 142.707 -140.556 5.057 -3.739 -4.737 3.552 0.096 1.386 8.000 -0.618
rdock_03_117 -7.765 -2.724 156.957 -153.098 7.394 -3.784 -8.824 4.178 0.044 -0.052 8.000 -0.986
rdock_03_118 -10.116 -2.562 139.647 -137.454 5.068 -3.835 -7.397 3.600 0.039 0.102 8.000 -1.611
rdock_03_119 -9.840 -2.334 136.540 -135.316 4.517 -3.800 -4.945 3.393 0.028 1.222 8.000 -1.257
rdock_03_120 -11.018 -3.423 142.549 -142.076 6.526 -3.958 -6.843 4.237 0.058 0.831 8.000 -2.697
rdock_03_121 -9.993 -2.659 137.629 -136.561 4.907 -3.902 -7.953 3.826 0.130 1.596 8.000 -1.429
rdock_03_122 -10.893 -3.539 149.030 -143.619 5.252 -3.638 -6.794 4.120 0.023 -1.609 8.000 -3.590
rdock_03_123 -9.375 -2.472 137.150 -136.134 4.943 -3.798 -8.366 3.805 0.068 0.719 8.000 -0.849
rdock_03_124 -10.570 -3.193 145.086 -142.194 5.046 -3.924 -5.884 4.036 0.084 0.699 8.000 -2.304
rdock_03_125 -8.654 -2.520 139.875 -137.343 6.884 -3.803 -5.964 3.617 -0.133 -0.514 8.000 -1.095
rdock_03_126 -7.258 -2.596 141.782 -138.671 6.691 -3.750 -5.863 4.177 -0.031 -1.099 8.000 -0.191
rdock_03_127 -10.314 -3.593 139.690 -139.633 6.987 -3.886 -8.993 4.389 0.049 1.614 8.000 -2.385
rdock_03_128 -8.526 -2.478 139.392 -136.517 6.356 -3.804 -5.387 3.593 -0.039 0.507 8.000 -1.194
rdock_03_129 -8.041 -2.171 143.209 -141.692 6.004 -3.683 -4.789 3.326 -0.046 0.774 8.000 -0.199
rdock_03_130 -9.969 -2.139 140.144 -137.947 4.401 -3.926 -4.670 3.267 0.111 1.035 8.000 -1.236
rdock_03_131 -8.625 -1.992 146.595 -141.808 4.157 -3.652 -2.941 3.392 0.010 -1.286 8.000 -0.911
rdock_03_132 -10.504 -2.826 146.182 -144.052 5.063 -3.794 -3.775 3.802 -0.014 0.982 8.000 -2.584
rdock_03_133 -8.851 -2.249 142.033 -138.697 5.349 -3.789 -3.565 3.279 -0.176 -1.102 8.000 -0.533
rdock_03_134 -10.414 -2.586 138.561 -136.923 5.235 -3.939 -5.970 3.677 0.017 -0.315 8.000 -1.592
rdock_03_135 -8.286 -2.334 140.882 -139.387 6.034 -3.903 -5.572 3.910 0.024 0.511 8.000 -0.363
rdock_03_136 -9.384 -2.556 140.956 -137.907 5.621 -3.991 -6.383 3.985 -0.103 -1.927 8.000 -0.779
rdock_03_137 -9.407 -2.530 137.733 -135.903 4.278 -3.567 -5.288 3.568 0.069 1.290 8.000 -1.619
rdock_03_138 -11.995 -3.666 143.123 -140.970 5.426 -3.845 -7.415 4.037 0.187 0.352 8.000 -3.582
rdock_03_139 -9.941 -2.371 137.121 -135.742 5.011 -3.911 -6.344 3.486 0.068 1.093 8.000 -1.307
rdock_03_140 -9.053 -2.429 143.687 -140.386 5.504 -3.655 -6.120 3.558 -0.235 -0.296 8.000 -1.481
rdock_03_141 -9.039 -2.053 141.698 -137.643 4.819 -3.615 -4.277 3.366 -0.082 -1.448 8.000 -1.475
rdock_03_142 -9.826 -2.788 132.346 -132.734 5.501 -3.764 -10.131 3.745 0.074 1.421 8.000 -1.092
rdock_03_143 -9.663 -2.469 143.454 -140.862 4.581 -3.699 -7.709 3.612 0.048 0.620 8.000 -1.524
rdock_03_144 -9.701 -2.916 140.391 -138.345 6.326 -3.984 -6.898 4.221 0.055 -1.163 8.000 -1.430
rdock_03_145 -9.865 -2.432 136.353 -134.102 5.066 -3.917 -7.103 3.463 -0.012 0.246 8.000 -1.157
rdock_03_146 -8.728 -2.541 140.611 -139.326 6.096 -3.983 -6.245 3.981 0.029 0.908 8.000 -0.567
rdock_03_147 -9.259 -2.353 147.153 -143.039 3.960 -3.504 -3.674 3.432 0.078 -0.154 8.000 -1.774
rdock_03_148 -11.201 -3.258 145.903 -144.024 5.341 -3.893 -6.412 3.942 0.060 1.051 8.000 -2.771
rdock_03_149 -8.227 -2.450 152.650 -147.251 5.616 -3.834 -3.884 3.472 0.039 -0.595 8.000 -0.607
rdock_03_150 -9.574 -2.060 140.987 -137.566 5.080 -3.791 -4.560 3.289 -0.102 -1.747 8.000 -1.226
rdock_04_1 -11.298 -3.843 145.775 -145.320 6.343 -3.820 -6.104 4.587 -0.046 1.027 8.000 -3.436
rdock_04_2 -9.375 -2.730 146.643 -143.559 5.144 -3.662 -5.489 3.403 0.114 -0.167 8.000 -1.150
rdock_04_3 -9.590 -2.194 140.457 -137.735 4.852 -4.028 -4.209 3.146 0.041 0.985 8.000 -0.711
rdock_04_4 -10.081 -2.103 141.994 -139.242 4.526 -3.945 -4.846 3.309 0.035 0.050 8.000 -1.292
rdock_04_5 -9.578 -2.181 140.879 -137.811 4.645 -3.762 -4.802 3.097 0.108 1.330 8.000 -1.589
rdock_04_6 -7.000 -1.929 144.362 -140.527 5.974 -3.401 -4.690 3.282 -0.044 -1.183 8.000 -0.301
rdock_04_7 -7.443 -2.057 134.843 -133.796 6.349 -3.732 -5.924 3.501 0.086 1.624 8.000 -0.138
rdock_04_8 -9.135 -2.385 145.398 -143.152 5.211 -3.704 -3.929 3.393 0.137 1.260 8.000 -1.377
rdock_04_9 -9.164 -2.907 145.832 -144.715 6.207 -3.823 -5.746 4.025 0.124 1.317 8.000 -1.364
rdock_04_10 -10.054 -2.964 135.424 -134.786 6.776 -4.003 -8.757 3.889 0.035 1.212 8.000 -1.741
rdock_04_11 -11.663 -3.354 138.562 -138.063 5.233 -3.673 -8.655 3.803 0.084 1.150 8.000 -3.187
rdock_04_12 -10.427 -2.906 134.292 -132.125 4.838 -3.664 -6.750 3.457 -0.031 -1.000 8.000 -1.687
rdock_04_13 -9.708 -3.460 145.559 -143.476 5.874 -3.961 -4.381 4.660 0.058 1.207 8.000 -2.163
rdock_04_14 -9.905 -2.104 146.941 -143.137 4.351 -3.938 -5.169 3.193 -0.033 0.610 8.000 -1.272
rdock_04_15 -9.331 -2.613 137.652 -136.423 5.181 -3.879 -7.106 3.883 0.137 1.561 8.000 -1.117
rdock_04_16 -10.451 -2.688 149.904 -144.612 5.021 -3.829 -5.980 3.304 -0.046 -2.467 8.000 -1.715
rdock_04_17 -8.498 -1.915 140.059 -136.858 4.746 -3.324 -3.819 3.130 0.002 -0.999 8.000 -1.435
rdock_04_18 -9.262 -2.206 142.697 -140.408 4.929 -3.702 -5.067 3.415 0.086 0.696 8.000 -1.376
rdock_04_19 -9.420 -2.276 138.402 -136.051 4.909 -3.905 -5.837 3.438 0.024 0.663 8.000 -0.919
rdock_04_20 -9.454 -2.460 140.770 -137.405 5.289 -3.925 -7.540 3.736 0.021 -1.679 8.000 -0.790
rdock_04_21 -9.779 -2.767 135.331 -133.680 6.507 -4.030 -6.451 3.856 -0.052 -0.257 8.000 -1.412
rdock_04_22 -9.187 -2.711 136.411 -135.666 5.217 -3.721 -8.434 4.000 0.079 0.635 8.000 -0.948
rdock_04_23 -8.959 -2.813 135.721 -133.990 4.729 -3.632 -4.124 3.938 0.187 0.969 8.000 -1.404
rdock_04_24 -9.836 -2.418 136.716 -133.697 4.939 -3.810 -6.180 3.441 -0.070 -0.682 8.000 -1.435
rdock_04_25 -9.393 -2.718 139.220 -136.646 5.894 -3.982 -6.934 3.909 0.067 -0.494 8.000 -1.046
rdock_04_26 -9.390 -2.336 145.343 -141.819 4.340 -3.583 -4.241 3.401 -0.033 0.026 8.000 -1.666
rdock_04_27 -10.061 -2.579 149.662 -145.800 5.216 -3.926 -5.915 3.302 0.001 0.036 8.000 -1.408
rdock_04_28 -10.759 -2.515 132.486 -132.201 5.088 -3.938 -7.881 3.531 0.108 1.260 8.000 -1.793
rdock_04_29 -9.224 -2.546 146.167 -144.448 5.990 -3.891 -4.298 3.570 0.066 1.731 8.000 -1.292
rdock_04_30 -8.769 -2.534 160.787 -154.940 6.159 -3.986 -3.731 3.633 -0.025 0.136 8.000 -1.415
rdock_04_31 -8.630 -2.054 130.595 -128.691 4.903 -3.773 -3.188 3.465 0.093 0.832 8.000 -0.966
rdock_04_33 -8.693 -1.798 140.566 -136.948 4.709 -3.919 -3.533 3.239 0.057 -0.545 8.000 -0.333
rdock_04_34 -12.012 -3.463 141.590 -139.747 4.758 -3.898 -6.356 3.941 0.103 0.854 8.000 -3.244
rdock_04_35 -10.213 -3.104 138.859 -138.382 6.455 -3.893 -7.233 4.101 0.074 0.142 8.000 -1.873
rdock_04_36 -7.692 -2.272 140.434 -136.909 6.215 -3.498 -7.046 3.217 0.021 -0.337 8.000 -0.629
rdock_04_37 -9.281 -2.450 144.110 -142.681 6.286 -4.070 -5.034 3.603 0.068 0.926 8.000 -0.713
rdock_04_38 -8.583 -2.635 144.164 -140.038 5.579 -3.734 -4.066 3.730 -0.047 -0.798 8.000 -1.122
rdock_04_39 -9.889 -2.718 137.274 -135.945 6.647 -3.997 -7.602 3.687 -0.013 0.708 8.000 -1.596
rdock_04_40 -8.718 -2.168 136.986 -134.748 4.119 -3.544 -6.321 3.536 0.090 0.980 8.000 -1.083
rdock_04_41 -9.246 -2.753 129.608 -128.628 3.494 -3.308 -4.105 3.526 0.102 1.848 8.000 -1.691
rdock_04_42 -10.058 -2.587 145.981 -143.171 5.499 -3.977 -4.631 3.660 0.008 0.129 8.000 -1.696
rdock_04_43 -10.022 -4.176 148.570 -144.006 7.185 -3.652 -8.661 4.543 -0.065 -0.965 8.000 -3.299
rdock_04_44 -7.615 -2.282 138.430 -135.870 6.477 -3.683 -6.973 3.328 0.090 1.340 8.000 -0.466
rdock_04_45 -6.822 -2.083 144.355 -139.225 6.199 -3.706 -2.545 3.435 0.006 -0.272 8.000 -0.311
rdock_04_46 -8.895 -2.731 138.176 -136.600 5.581 -3.610 -5.946 3.802 -0.011 0.719 8.000 -1.378
rdock_04_47 -9.170 -2.206 136.876 -134.805 5.747 -4.016 -7.049 3.499 -0.031 -0.005 8.000 -0.500
rdock_04_48 -9.863 -3.568 134.911 -134.783 5.980 -3.739 -4.898 4.409 0.081 1.476 8.000 -2.235
rdock_04_49 -8.833 -2.478 134.935 -133.565 5.048 -3.758 -6.692 3.766 0.055 0.585 8.000 -0.628
rdock_04_50 -6.496 -2.678 148.013 -145.596 6.306 -3.585 -3.765 4.386 0.072 0.637 8.000 -0.093
rdock_04_51 -9.048 -2.292 145.026 -141.964 4.482 -3.606 -3.713 3.460 0.044 0.513 8.000 -1.431
rdock_04_52 -8.675 -2.734 142.092 -138.717 6.574 -3.660 -6.596 3.565 -0.058 -1.483 8.000 -1.058
rdock_04_53 -7.058 -2.614 142.848 -139.940 5.841 -3.257 -5.512 3.624 -0.067 0.235 8.000 -0.611
rdock_04_54 -8.875 -2.277 144.936 -142.291 4.967 -3.610 -4.092 3.386 0.063 0.680 8.000 -1.273
rdock_04_55 -9.799 -2.870 135.327 -133.801 4.665 -3.384 -6.131 3.658 0.041 0.454 8.000 -2.295
rdock_04_56 -10.096 -2.704 147.194 -144.795 5.671 -3.957 -3.484 3.527 -0.042 0.533 8.000 -1.623
rdock_04_57 -8.553 -2.450 136.259 -134.234 6.691 -3.752 -9.474 3.384 -0.022 0.666 8.000 -0.800
rdock_04_58 -10.250 -2.993 147.168 -144.095 5.800 -3.825 -6.794 3.479 -0.077 -0.263 8.000 -1.703
rdock_04_59 -11.394 -3.914 141.308 -141.260 6.060 -3.661 -7.925 4.250 0.013 1.449 8.000 -3.335
rdock_04_60 -11.885 -3.551 141.182 -139.710 5.141 -3.692 -7.452 3.849 0.103 0.798 8.000 -3.525
rdock_04_61 -9.598 -2.231 136.768 -135.154 4.291 -3.678 -4.547 3.295 0.002 0.910 8.000 -1.269
rdock_04_62 -7.961 -2.411 140.991 -138.158 3.605 -3.048 -4.241 3.466 0.051 1.552 8.000 -1.617
rdock_04_63 -8.764 -2.136 141.036 -138.933 5.217 -3.782 -4.594 3.652 0.051 0.081 8.000 -0.876
rdock_04_64 -9.612 -2.363 139.963 -137.811 4.371 -3.686 -4.428 3.497 -0.021 1.108 8.000 -1.654
rdock_04_65 -10.147 -2.968 147.939 -145.065 4.978 -3.745 -5.782 3.440 0.047 0.549 8.000 -1.601
rdock_04_66 -8.385 -2.027 142.055 -140.037 5.447 -3.920 -4.459 3.645 0.022 1.029 8.000 -0.457
rdock_04_67 -10.042 -2.995 148.081 -144.557 6.228 -3.791 -7.413 3.475 -0.084 -1.276 8.000 -1.584
rdock_04_68 -9.457 -2.404 131.736 -131.357 5.096 -3.940 -8.434 3.672 0.131 1.552 8.000 -0.640
rdock_04_69 -6.338 -2.694 160.243 -155.556 6.816 -3.446 -7.563 3.998 0.062 1.564 8.000 -0.683
rdock_04_70 -10.090 -2.132 139.250 -137.230 4.901 -4.061 -4.883 3.303 0.036 0.754 8.000 -1.123
rdock_04_71 -9.538 -2.480 148.204 -145.467 5.491 -3.847 -4.306 3.356 0.087 0.913 8.000 -1.388
rdock_04_72 -9.884 -2.426 149.860 -145.581 4.651 -3.839 -4.251 3.142 -0.019 -0.456 8.000 -1.205
rdock_04_73 -9.461 -2.272 143.140 -139.367 5.032 -3.989 -4.761 3.608 -0.148 -1.793 8.000 -0.689
rdock_04_74 -10.969 -2.795 135.045 -134.388 4.902 -3.821 -6.133 3.719 0.104 0.578 8.000 -2.296
rdock_04_75 -11.240 -2.353 140.500 -136.918 4.619 -4.152 -4.321 3.469 -0.054 -1.424 8.000 -1.969
rdock_04_76 -10.304 -2.884 128.892 -128.591 3.851 -3.512 -5.710 3.377 0.109 1.755 8.000 -1.769
rdock_04_77 -10.870 -2.609 140.098 -137.072 4.973 -4.147 -7.987 3.740 0.031 -1.014 8.000 -1.513
rdock_04_78 -10.503 -3.762 148.216 -144.259 5.602 -3.463 -5.899 4.379 -0.127 -1.797 8.000 -3.426
rdock_04_79 -9.729 -2.788 135.176 -134.107 6.280 -4.009 -5.013 3.899 -0.021 0.248 8.000 -1.379
rdock_04_80 -8.953 -2.512 145.605 -144.158 6.052 -3.815 -5.611 3.849 0.069 1.003 8.000 -1.223
rdock_04_81 -7.890 -2.091 136.036 -133.670 4.931 -3.607 -6.313 3.454 0.045 -0.168 8.000 -0.025
rdock_04_82 -9.488 -2.467 137.606 -136.986 4.996 -3.657 -6.838 3.530 -0.008 1.584 8.000 -1.313
rdock_04_83 -9.247 -3.002 142.658 -141.075 6.146 -3.705 -5.483 3.722 -0.002 0.827 8.000 -1.411
rdock_04_84 -8.175 -2.602 151.620 -148.947 5.465 -3.507 -4.079 3.838 0.058 1.274 8.000 -1.374
rdock_04_85 -9.040 -2.132 144.721 -140.547 5.058 -3.786 -5.819 3.310 0.022 -1.081 8.000 -0.897
rdock_04_86 -9.728 -2.718 147.878 -144.271 5.861 -3.980 -6.321 3.471 -0.030 -0.166 8.000 -1.148
rdock_04_87 -8.578 -2.010 139.403 -135.974 5.462 -3.847 -7.553 3.480 -0.168 -1.294 8.000 -0.313
rdock_04_88 -9.580 -2.129 149.661 -145.057 4.357 -3.850 -2.896 3.240 0.028 -0.380 8.000 -1.342
rdock_04_89 -6.831 -2.147 145.234 -141.999 6.115 -3.533 -5.182 3.535 0.079 0.591 8.000 -0.192
rdock_04_90 -10.050 -2.063 140.491 -138.040 4.707 -3.949 -4.992 2.979 0.068 1.042 8.000 -1.181
rdock_04_91 -7.139 -2.412 142.283 -140.473 6.428 -3.663 -4.514 3.994 0.048 1.125 8.000 -0.413
rdock_04_92 -8.377 -2.645 154.646 -150.882 5.789 -3.901 -1.823 3.879 0.128 1.192 8.000 -1.090
rdock_04_93 -9.291 -2.300 147.926 -144.303 4.862 -3.641 -3.944 3.024 -0.048 1.019 8.000 -1.502
rdock_04_94 -12.023 -3.414 137.846 -137.511 4.987 -3.811 -8.590 3.896 0.123 1.683 8.000 -3.240
rdock_04_95 -11.685 -3.616 141.201 -140.395 5.368 -3.645 -8.307 4.025 0.022 1.056 8.000 -3.463
rdock_04_96 -7.526 -2.196 137.584 -135.889 6.076 -3.685 -6.045 3.416 0.143 1.792 8.000 -0.226
rdock_04_97 -9.417 -2.295 138.634 -136.671 5.801 -3.980 -4.771 3.414 0.038 0.801 8.000 -1.117
rdock_04_98 -8.949 -2.791 138.399 -136.652 4.516 -3.558 -6.282 3.901 0.147 1.059 8.000 -1.251
rdock_04_99 -9.153 -2.518 144.719 -143.243 5.888 -3.724 -4.864 3.545 0.062 0.944 8.000 -1.317
rdock_04_100 -8.629 -1.638 136.770 -133.749 4.517 -3.777 -3.453 3.057 -0.085 0.127 8.000 -0.555
rdock_04_101 -7.247 -2.293 160.889 -154.517 6.999 -3.860 -5.892 3.781 0.028 -0.635 8.000 -0.725
rdock_04_102 -9.364 -2.787 145.880 -143.537 6.801 -3.970 -6.105 3.751 -0.010 0.728 8.000 -1.466
rdock_04_103 -8.392 -2.215 143.421 -139.521 3.851 -3.478 -3.879 3.478 0.008 1.348 8.000 -1.417
